limit_bal,sex,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,education_clean,marriage_clean,num_delinquent_months,max_delinquency,avg_delinquency,recent_delinquency,total_bill_amount,average_bill_amount,maximum_bill_amount,minimum_bill_amount,bill_amount_change,total_payment_amount,average_payment_amount,maximum_payment_amount,payment_to_bill_ratio,average_credit_utilization,maximum_credit_utilization
-0.018245760920242098,0.0017409807238247758,-0.0007805987226201399,-0.05330067488203927,-0.012419905406647062,0.017040501843105963,0.018574392877087023,0.0174910149294585,0.007833625878844347,-0.002530283928757014,2.7525589841960466e-05,-0.0026124284000254854,0.0009478612382880113,-0.001791126780328766,-8.065922275897395e-05,-0.022055082853148843,0.018226459734251892,-0.006969700265487978,-0.012072492248844286,-0.002410702849141884,-0.006525453371917949,0.0012231999552420895,0.0007634933700359389,0.07387603585077585,0.0619953965264481,0.07271361009211137,-0.038762542237807826,-0.0013737559817377058,0.0007813611682609626,-0.0008587845958794003,0.0018396690092938172,-0.0047401645864885026,-0.016236968920221997,-0.015315953620021541,-0.011056717693861923,-0.0018059105445630721,0.007234808452665974,-0.005022511679204716
0.0022205838169825727,0.0003692591461905989,0.003364663442067179,0.10282251067638638,0.0070733374814318265,0.0032012731494185397,-0.0014160181899145515,-0.0016068246016899303,0.0002961351019905674,-0.00349212245001871,-0.0004962724681396278,-0.0012074747589114908,-0.0013177052500020993,0.0018253852209003305,0.0013311059177767918,0.00398898842539697,-0.00037761916412878363,0.004019816245297975,0.0030450551756047643,0.003779103571058649,0.00429823271749955,-9.427879720238323e-05,-0.0014159783947800732,0.0453249109399694,0.06549552166825251,0.03970984053464733,0.06338131931060392,-0.004968483175465441,-0.006144011017635121,-0.006830840331145777,-0.0017985271059535641,-0.00957253539026847,0.004685155413338966,0.001208815942021629,0.00222584770672217,0.00566104951199341,0.0024128000454909193,0.013296346721813191
-0.018304484696276144,-0.0016029425545613836,-0.005397416387166008,-0.03088964299665708,-0.012830482389810972,-0.01216620024283546,-0.012479432517892707,-0.007900181128933861,-0.006120645197242175,0.01028696222111817,-0.004380973572139194,-0.0009740741433990239,0.0027611037176898377,-0.0017240044492348144,-0.0053016027207127845,-0.004664901026165071,0.0011145921738545251,0.01173677699162078,-0.0009272246089695917,-0.006670898933238603,0.0015331379958363007,-0.0005285375938869172,-0.0019355306277014002,-0.027566046172497426,-0.030034636535283876,-0.030678756555596945,-0.01484256946578225,0.0022047454598401774,0.0010288422070347466,0.006668002553044686,-0.0017005384127942666,0.0017809033068677416,0.006013645340453421,0.004305825861230712,-0.004539663483907985,-0.013980412519529613,-0.01866744556780202,-0.01558874249087289
0.0027769344206633384,-0.0010629941565585084,-0.0017496838931428378,0.10726063613390376,0.0021959335925582396,0.001722901999070939,-0.0011296874315445723,-0.001844383149582047,-0.0008983187168682458,0.0015214123363283204,-6.936399680557658e-05,0.00022419715635324636,-0.0005754059364518092,-0.0034468560897768356,-0.0001720495002099274,-0.005622889773116883,-0.002872844702053802,-0.0036627535815790474,-0.004933641326435546,-0.001842503287812638,-0.0032763301956342385,0.0015499131913294317,0.0011190255514444542,0.05668992375106545,0.07828910319923832,0.045361769578158975,0.06623645663594115,-0.0020255684866755824,-0.0020512244326817406,-0.0031350212434923673,0.0008795234401969037,-0.006693509024595272,-0.0037128464160339756,-0.0026628169803107828,-0.004721763411742329,-0.000995788445295212,0.014656010017613281,0.018055307025417317
0.0043194229254689305,0.0014477301387644228,-0.006723258494440251,-0.02031672463843027,-0.008317230650119687,-0.006601242728404999,-0.0039947123728446806,-0.00362274051908058,-0.0016814814023872586,-0.0013307876885041787,-0.0038433503090418903,-0.002732002515342315,0.0010879834423594588,-0.0036439021899062644,-0.003909878805894286,0.0030747578897270043,-0.01992149205514272,0.003166433683309376,-0.004872836736937883,-0.005480600027725641,-0.003991202862926551,-0.0006298764613429073,-0.0025875981898695623,-0.026263415009753415,-0.031997214983095525,-0.02769893477876956,-0.016875280206388853,-0.006064295035559731,-0.0018416733600570654,-0.00554806369403636,-0.007168891880603972,0.001264293293005505,-0.019302266134241818,-0.015810984001101515,-0.01233422361133204,-0.013293535588250837,-0.014467699315870457,-0.011072633495352023
0.014230466181230531,0.0016021535839324823,0.002825686762783271,-0.050828874018667085,-0.0033517918071662677,-0.002544506666408353,0.014228180041456876,0.010107043879212484,-0.001991860886931673,0.0028737082908055,-0.0008862977114919649,-0.0007355810723179543,-0.0031145588046148417,0.0011518615814250857,-0.00018146759153170458,-0.0006526358623495354,-0.011568634299542363,-0.000620927700806289,0.002173872561548301,-0.000354083338802304,-0.0006316373664201163,-0.0031700184508598036,0.0019166370762716649,0.05111697093683861,0.06255513356451696,0.0560783387761316,-0.035393076804603664,-0.0022465423906130396,-0.005984265641425114,0.0007406972608549718,0.0016531601727631999,0.008236386184475074,0.0063268638396302345,0.006377146388401408,-0.004791076306854675,0.00433884649392556,0.011423389818101757,0.009891293528926334
0.029614815157225357,0.0022382400425714627,-0.0022323908957005713,-0.02269639722359363,-0.008758048076430845,-0.005726305156156852,-0.003616849388113602,-0.003200376799876539,-0.001726282636009656,-0.005488483600195491,-0.004320044271159299,0.0009985712501031014,-0.0030624075109408973,-0.004196219817590487,-0.0012005829274533333,-0.014507148429456555,-0.013331101591400428,-0.011789158665540984,-0.008297947370046601,-0.006069796070395867,-0.01210414387762776,-0.0015564481883734384,0.0015877760573523565,-0.025656632547881836,-0.028748543215306954,-0.026811764555333004,-0.016813222421458166,-0.002136753063704315,0.0015713821234522682,4.322202930121426e-05,-0.01148415762405533,-0.00046326216561215174,-0.018517810059859557,-0.016690442690521768,-0.010253254643212986,-0.01645234607463829,-0.016081454742892274,-0.0150075341958833
-0.009008529774828989,-0.0013029168413740985,-0.0017275669749273667,-0.024266759579701317,-0.008735591260582003,-0.006017081982597656,-0.00383901735266016,-0.0037189083879253784,-0.0019026125786629998,-0.010722942992008714,-0.00513828322439197,0.003143058869686173,-0.005333601447045062,-0.002287555713432363,-0.0015886271568816472,-0.010270932963269131,-0.009716129180725175,-0.015937271392849436,-0.004327916533708861,-0.00681727206679263,-0.007152044552463323,0.000657400931018122,-0.0017626866341080743,-0.025548502013714166,-0.027778581897719985,-0.02893107546494929,-0.01775627334126668,-0.004583753870210026,-0.002790192023667592,-0.0070155821049977755,-0.0059249226191140465,-0.008199032301129805,-0.020895057593576984,-0.020345235783776252,-0.009357170467174589,-0.01518867894599094,-0.021287139478127014,-0.019210207971835917
0.021363206834670523,-0.0013603923443622444,-0.0010786577181674587,-0.03134561051528296,-0.005389265149396362,-0.001888409515036675,-0.0035353132265283304,-0.0035572225502697305,-0.002385045766783491,-0.009779262951977072,-0.003194448324764928,0.0002066988742894225,-0.00455166653721928,-0.0039700987444744994,-0.005088478616355664,0.007690527995069757,-0.00559723832633965,-0.0034723950818917174,-0.0023301867061820895,-0.0003378484298802208,0.0044190244866309505,0.0016801267077646662,0.001013250586075043,-0.029737328086263403,-0.03372752853605791,-0.030787620594213003,-0.026918927985597564,-0.006824466021098566,-0.003089043050859511,-0.006021835766336497,0.00010504205443670298,-0.01264781260755743,0.005022024003121417,0.0025019569659931844,0.0020156725215108974,0.001473671749880198,0.009726097418932,-0.001271907538178727
-0.007665699377411657,0.003916678266838891,0.0010429415387320166,-0.034542526564923876,-0.007371834900467452,-0.0039524992439734265,-0.003538768703001127,-0.002881562735175356,-0.0025149318632661593,-0.007565853924072362,-0.00407707168373811,-0.00282346778102477,-0.0026456840734008745,-0.005969173148862927,-0.0016577072510211201,-0.01202096959664279,-0.008300339095254348,-0.0060632776321166626,-0.0069120320782150415,-0.0056600872419308975,-0.0077231050366969025,0.0015963019320578147,0.0017564082848995645,-0.035422784484109716,-0.035668078535344074,-0.03433047556020473,-0.02832975687046515,-0.010321213403887499,-0.009371287451770164,-0.010624150242417354,-0.0017640834698941694,-0.010720711313021077,-0.015451257139224224,-0.011489333763402195,-0.006643929663525785,-0.00313404162698332,0.009028446133441873,-0.016394914037151695
